,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
2245,0.0,5.2,0.0,0.0
2246,0.0,10.5,0.0,0.0
2247,0.0,2.0,0.0,0.0
2248,0.0,7.0,0.0,0.0
2249,0.0,58.5,0.0,0.0
2250,392.6,73.2,0.29,0.0
2251,390.9,12.2,0.48,0.0
2252,0.0,24.7,0.0,0.0
2253,0.0,8.2,0.0,0.0
2254,0.0,9.1,0.0,0.0
2255,0.0,35.5,0.0,0.0
2256,0.0,19.0,0.0,0.0
2257,0.0,75.9,0.0,0.0
2258,0.0,60.4,0.0,0.0
2259,0.0,66.1,0.0,0.0
2260,0.0,66.0,0.0,0.0
2261,0.0,58.7,0.0,0.0
2262,0.0,54.7,0.0,0.0
2263,0.0,40.1,0.0,0.0
2264,0.0,35.4,0.0,0.0
2265,0.0,30.4,0.0,0.0
2266,0.0,32.0,0.0,0.0
2267,0.0,25.5,0.0,0.0
2268,0.0,29.0,0.0,0.0
2269,0.0,35.6,0.0,0.0
2270,0.0,33.6,0.0,0.0
2271,0.0,58.2,0.0,0.0
2272,0.0,4.6,0.0,0.0
2273,0.0,109.4,0.0,0.0
2274,487.0,175.2,32.27,0.0
2275,585.7,125.0,20.88,0.0
2276,0.0,41.1,21.48,0.0
2277,621.7,36.6,20.47,0.0
2278,617.9,43.6,20.31,0.0
2279,615.5,150.6,20.69,0.0
2280,613.8,164.5,20.64,0.0
2281,480.4,165.4,20.61,0.0
2282,588.2,166.2,21.06,0.0
2283,612.6,166.8,21.11,0.0
2284,470.8,156.1,21.15,0.0
2285,561.0,131.1,21.56,0.0
2286,385.4,22.9,1.7,0.0
2287,0.0,2.4,0.0,0.0
2288,0.0,5.6,0.0,0.0
2289,0.0,6.2,0.0,0.0
2290,0.0,6.2,0.0,0.0
2291,0.0,6.4,0.0,0.0
2292,0.0,7.8,0.0,0.0
2293,0.0,5.6,0.0,0.0
2294,0.0,6.1,0.0,0.0
2295,0.0,8.5,0.0,0.0
2296,0.0,10.8,0.0,0.0
2297,395.6,97.2,10.05,0.0
2298,483.9,166.6,19.5,0.0
2299,0.0,67.8,0.0,0.0
2300,0.0,11.0,0.0,0.0
2301,0.0,4.8,0.0,0.0
2302,0.0,2.6,0.0,0.0
2303,0.0,5.5,0.0,0.0
2304,0.0,4.0,0.0,0.0
2305,0.0,4.0,0.0,0.0
2306,0.0,5.3,0.0,0.0
2307,0.0,5.0,0.0,0.0
2308,0.0,6.6,0.0,0.0
2309,0.0,5.4,0.0,0.0
2310,0.0,4.2,0.0,0.0
2311,0.0,1.9,0.0,0.0
2312,0.0,2.7,0.0,0.0
2313,0.0,2.1,0.0,0.0
2314,0.0,3.8,0.0,0.0
2315,0.0,3.4,0.0,0.0
2316,0.0,2.1,0.0,0.0
2317,0.0,4.3,0.0,0.0
2318,0.0,1.9,0.0,0.0
2319,0.0,2.0,0.0,0.0
2320,0.0,4.7,0.0,0.0
2321,0.0,49.8,0.0,0.0
2322,0.0,54.5,0.0,0.0
2323,0.0,50.3,0.0,0.0
2324,0.0,2.9,0.0,0.0
2325,0.0,3.5,0.0,0.0
2326,0.0,9.1,0.0,0.0
2327,0.0,8.0,0.0,0.0
2328,0.0,5.6,0.0,0.0
2329,0.0,12.8,0.0,0.0
2330,0.0,4.4,0.0,0.0
2331,0.0,3.9,0.0,0.0
2332,0.0,6.0,0.0,0.0
2333,0.0,3.4,0.0,0.0
2334,0.0,4.6,0.0,0.0
2335,0.0,4.5,0.0,0.0
2336,0.0,2.5,0.0,0.0
2337,0.0,1.7,0.0,0.0
2338,0.0,2.1,0.0,0.0
2339,0.0,3.5,0.0,0.0
2340,0.0,3.3,0.0,0.0
2341,0.0,2.2,0.0,0.0
2342,0.0,3.6,0.0,0.0
2343,0.0,4.5,0.0,0.0
2344,0.0,1.6,0.0,0.0
2345,0.0,10.7,0.0,0.0
2346,0.0,37.2,0.0,0.0
2347,0.0,39.4,0.0,0.0
2348,0.0,37.7,0.0,0.0
2349,0.0,27.6,0.0,0.0
2350,0.0,41.4,0.0,0.0
2351,0.0,5.6,0.0,0.0
2352,0.0,5.8,0.0,0.0
2353,0.0,7.1,0.0,0.0
2354,0.0,6.1,0.0,0.0
2355,0.0,26.1,0.0,0.0
2356,0.0,19.7,0.01,0.0
2357,0.0,13.2,0.01,0.0
2358,0.0,11.5,0.0,0.0
2359,0.0,7.1,0.0,0.0
2360,0.0,5.3,0.0,0.0
2361,0.0,4.1,0.0,0.0
2362,0.0,3.4,0.0,0.0
2363,0.0,2.4,0.0,0.0
2364,0.0,3.0,0.0,0.0
2365,0.0,2.7,0.0,0.0
2366,0.0,3.4,0.0,0.0
2367,0.0,6.2,0.0,0.0
2368,0.0,3.5,0.0,0.0
2369,389.7,34.5,8.6,0.0
2370,784.0,137.3,36.03,0.0
2371,485.1,130.0,20.14,0.0
2372,470.4,42.3,8.25,0.0
2373,0.0,36.9,0.0,0.0
2374,0.0,32.5,0.0,0.0
2375,0.0,45.4,0.0,0.0
2376,0.0,12.7,0.0,0.0
2377,0.0,16.8,0.0,0.0
2378,0.0,16.5,0.0,0.0
2379,0.0,18.4,0.0,0.0
2380,0.0,14.9,0.0,0.0
2381,0.0,30.9,0.0,0.0
2382,0.0,16.6,0.0,0.0
2383,0.0,7.5,0.0,0.0
2384,0.0,20.0,0.0,0.0
2385,0.0,11.2,0.0,0.0
2386,0.0,9.1,0.0,0.0
2387,0.0,8.9,0.0,0.0
2388,0.0,6.4,0.0,0.0
2389,0.0,6.0,0.0,0.0
2390,0.0,5.3,0.0,0.0
2391,0.0,4.9,0.0,0.0
2392,0.0,16.2,0.0,0.0
2393,0.0,29.3,0.0,0.0
2394,0.0,34.7,0.0,0.0
2395,0.0,25.6,0.0,0.0
2396,0.0,20.8,0.0,0.0
2397,0.0,24.8,0.0,0.0
2398,0.0,6.3,0.0,0.0
2399,0.0,6.4,0.0,0.0
2400,0.0,5.7,0.0,0.0
2401,0.0,4.9,0.0,0.0
2402,0.0,5.2,0.0,0.0
2403,0.0,7.5,0.0,0.0
2404,0.0,6.3,0.0,0.0
2405,0.0,15.7,0.0,0.0
2406,0.0,11.3,0.0,0.0
2407,0.0,3.0,0.0,0.0
2408,0.0,3.1,0.0,0.0
2409,0.0,4.0,0.0,0.0
2410,0.0,4.1,0.0,0.0
2411,0.0,4.2,0.0,0.0
2412,0.0,2.5,0.0,0.0
2413,0.0,2.3,0.0,0.0
2414,0.0,3.5,0.0,0.0
2415,0.0,2.8,0.0,0.0
2416,0.0,16.2,0.0,0.0
2417,0.0,103.1,0.0,0.0
2418,394.0,140.4,0.0,0.0
2419,0.0,33.4,0.0,0.0
2420,0.0,18.6,0.0,0.0
2421,0.0,24.3,0.0,0.0
2422,0.0,3.4,0.0,0.0
2423,0.0,7.7,0.0,0.0
2424,0.0,5.2,0.0,0.0
2425,0.0,6.4,0.0,0.0
2426,0.0,4.2,0.0,0.0
2427,0.0,7.7,0.0,0.0
2428,0.0,3.8,0.0,0.0
2429,0.0,4.2,0.0,0.0
2430,0.0,3.6,0.0,0.0
2431,0.0,1.6,0.0,0.0
2432,0.0,2.5,0.0,0.0
2433,0.0,3.2,0.0,0.0
2434,0.0,3.9,0.0,0.0
2435,0.0,2.1,0.0,0.0
2436,0.0,2.1,0.0,0.0
2437,0.0,3.3,0.0,0.0
2438,0.0,2.0,0.0,0.0
2439,0.0,1.8,0.0,0.0
2440,0.0,15.9,0.0,0.0
2441,0.0,35.6,0.0,0.0
2442,0.0,88.7,0.0,0.0
2443,0.0,42.8,0.0,0.0
2444,0.0,56.5,0.0,0.0
2445,0.0,28.0,0.0,0.0
2446,0.0,11.9,0.0,0.0
2447,0.0,10.8,0.0,0.0
2448,0.0,10.9,0.0,0.0
2449,0.0,3.8,0.0,0.0
2450,0.0,2.2,0.0,0.0
2451,0.0,4.3,0.0,0.0
2452,0.0,5.5,0.0,0.0
2453,0.0,3.7,0.0,0.0
2454,0.0,1.7,0.0,0.0
2455,0.0,3.6,0.0,0.0
2456,0.0,1.3,0.0,0.0
2457,0.0,3.3,0.0,0.0
2458,0.0,3.4,0.0,0.0
2459,0.0,6.3,0.0,0.0
2460,0.0,2.2,0.0,0.0
2461,0.0,3.3,0.0,0.0
2462,0.0,3.8,0.0,0.0
2463,0.0,2.9,0.0,0.0
2464,0.0,6.4,0.0,0.0
2465,0.0,10.3,0.0,0.0
2466,0.0,77.4,0.0,0.0
2467,0.0,39.9,0.0,0.0
2468,0.0,46.8,0.0,0.0
2469,0.0,16.0,0.0,0.0
2470,0.0,9.4,0.0,0.0
2471,0.0,4.1,0.0,0.0
2472,0.0,7.9,0.0,0.0
2473,0.0,5.9,0.0,0.0
2474,0.0,12.1,0.0,0.0
2475,0.0,7.9,0.0,0.0
2476,0.0,7.5,0.0,0.0
2477,0.0,2.7,0.0,0.0
2478,0.0,4.0,0.0,0.0
2479,0.0,1.4,0.0,0.0
2480,0.0,3.2,0.0,0.0
2481,0.0,4.4,0.0,0.0
2482,0.0,3.4,0.0,0.0
2483,0.0,1.5,0.0,0.0
2484,0.0,4.9,0.0,0.0
2485,0.0,1.5,0.0,0.0
2486,0.0,4.8,0.0,0.0
2487,0.0,1.8,0.0,0.0
2488,0.0,2.2,0.0,0.0
2489,0.0,11.5,0.0,0.0
2490,0.0,53.3,0.0,0.0
2491,0.0,19.1,0.0,0.0
2492,0.0,11.9,0.0,0.0
2493,0.0,10.0,-0.0,0.0
2494,0.0,11.1,-0.0,0.0
2495,0.0,16.7,0.0,0.0
2496,0.0,9.3,0.0,0.0
2497,0.0,10.0,0.0,0.0
2498,0.0,8.6,0.0,0.0
2499,0.0,2.6,0.0,0.0
2500,0.0,4.2,0.0,0.0
2501,0.0,2.1,0.0,0.0
2502,0.0,4.7,0.0,0.0
2503,0.0,1.3,0.0,0.0
2504,0.0,1.8,0.0,0.0
2505,0.0,1.2,0.0,0.0
2506,0.0,1.2,0.0,0.0
2507,0.0,3.8,0.0,0.0
2508,0.0,1.3,0.0,0.0
2509,0.0,1.7,0.0,0.0
2510,0.0,4.4,0.0,0.0
2511,0.0,1.6,0.0,0.0
2512,0.0,3.8,0.0,0.0
2513,0.0,18.0,0.0,0.0
2514,0.0,34.9,0.0,0.0
2515,0.0,45.9,0.0,0.0
2516,0.0,47.7,0.0,0.0
2517,0.0,21.9,0.0,0.0
2518,0.0,25.6,0.0,0.0
2519,0.0,3.6,0.0,0.0
2520,0.0,2.2,0.0,0.0
2521,0.0,4.8,0.0,0.0
2522,0.0,10.0,0.0,0.0
2523,0.0,7.5,0.0,0.0
2524,0.0,1.7,0.0,0.0
2525,0.0,2.8,0.0,0.0
2526,0.0,3.8,0.0,0.0
2527,0.0,1.8,0.0,0.0
2528,0.0,1.5,0.0,0.0
2529,0.0,1.6,0.0,0.0
2530,0.0,1.6,0.0,0.0
2531,0.0,2.3,0.0,0.0
2532,0.0,1.6,0.0,0.0
2533,0.0,1.9,0.0,0.0
2534,0.0,2.0,0.0,0.0
2535,0.0,1.8,0.0,0.0
2536,0.0,1.8,0.0,0.0
2537,0.0,5.2,0.0,0.0
2538,0.0,5.0,0.0,0.0
2539,0.0,4.5,0.0,0.0
2540,0.0,4.3,0.0,0.0
2541,0.0,5.5,0.0,0.0
2542,0.0,4.9,0.0,0.0
2543,0.0,5.3,0.0,0.0
2544,0.0,5.0,0.0,0.0
2545,0.0,4.3,0.0,0.0
2546,0.0,5.8,0.0,0.0
2547,0.0,6.3,0.0,0.0
2548,0.0,6.1,-0.0,0.0
2549,0.0,3.9,0.0,0.0
2550,0.0,5.1,-0.0,0.0
2551,0.0,4.4,0.0,0.0
2552,0.0,3.0,-0.0,0.0
2553,0.0,2.4,0.0,0.0
2554,0.0,1.7,-0.0,0.0
2555,0.0,1.9,0.0,0.0
2556,0.0,1.6,0.0,0.0
2557,0.0,1.5,0.0,0.0
2558,0.0,1.7,0.0,0.0
2559,0.0,4.7,0.0,0.0
2560,0.0,2.6,0.0,0.0
2561,390.8,15.5,1.52,0.0
2562,488.1,34.9,0.93,0.0
2563,0.0,58.2,0.03,0.0
2564,0.0,7.9,0.0,0.0
2565,0.0,6.8,0.0,0.0
2566,0.0,6.4,0.0,0.0
2567,0.0,3.0,0.0,0.0
2568,0.0,3.2,0.0,0.0
2569,0.0,5.6,0.0,0.0
2570,0.0,2.9,0.0,0.0
2571,0.0,5.4,0.0,0.0
2572,0.0,10.3,0.0,0.0
2573,0.0,8.2,0.0,0.0
2574,0.0,24.8,0.0,0.0
2575,0.0,3.2,0.0,0.0
2576,0.0,1.6,0.0,0.0
2577,0.0,1.7,0.0,0.0
2578,0.0,3.2,0.0,0.0
2579,0.0,2.8,0.0,0.0
2580,0.0,3.3,0.0,0.0
2581,0.0,4.8,0.0,0.0
2582,0.0,3.8,0.0,0.0
2583,0.0,2.6,0.0,0.0
2584,0.0,2.1,0.0,0.0
2585,0.0,40.0,0.0,0.0
2586,795.0,125.4,0.0,0.0
2587,0.0,41.7,0.0,0.0
2588,0.0,5.6,0.0,0.0
2589,0.0,4.0,0.0,0.0
2590,0.0,2.3,0.0,0.0
2591,0.0,7.3,0.0,0.0
2592,0.0,7.3,0.0,0.0
2593,0.0,8.0,0.0,0.0
2594,0.0,5.1,0.0,0.0
2595,0.0,14.0,0.0,0.0
2596,0.0,4.5,0.0,0.0
2597,0.0,5.3,0.0,0.0
2598,0.0,4.4,0.0,0.0
2599,0.0,5.1,0.0,0.0
2600,0.0,1.9,0.0,0.0
2601,0.0,3.2,0.0,0.0
2602,0.0,3.9,0.0,0.0
2603,0.0,3.5,0.0,0.0
2604,0.0,2.9,0.0,0.0
2605,0.0,2.3,0.0,0.0
2606,0.0,1.7,0.0,0.0
2607,0.0,2.5,0.0,0.0
2608,0.0,11.6,0.0,0.0
2609,0.0,35.2,0.0,0.0
2610,0.0,76.9,0.0,0.0
2611,0.0,46.9,0.0,0.0
2612,0.0,10.3,0.0,0.0
2613,0.0,20.7,0.0,0.0
2614,0.0,6.8,0.0,0.0
2615,0.0,11.7,0.0,0.0
2616,0.0,9.4,-0.0,0.0
2617,0.0,6.3,0.0,0.0
2618,0.0,3.0,0.0,0.0
2619,0.0,13.9,0.0,0.0
2620,0.0,2.8,0.0,0.0
2621,0.0,4.7,0.0,0.0
2622,0.0,2.2,0.0,0.0
2623,0.0,2.1,0.0,0.0
2624,0.0,1.6,0.0,0.0
2625,0.0,3.9,0.0,0.0
2626,0.0,2.9,0.0,0.0
2627,0.0,1.7,0.0,0.0
2628,0.0,4.2,0.0,0.0
2629,0.0,3.4,0.0,0.0
2630,0.0,3.0,0.0,0.0
2631,0.0,1.3,0.0,0.0
2632,0.0,3.6,0.0,0.0
2633,0.0,10.7,0.0,0.0
2634,0.0,71.5,0.0,0.0
2635,0.0,29.8,0.0,0.0
2636,0.0,18.9,0.0,0.0
2637,0.0,8.7,0.0,0.0
2638,0.0,18.1,0.0,0.0
2639,0.0,8.0,0.0,0.0
2640,0.0,4.0,0.0,0.0
2641,0.0,2.4,0.0,0.0
2642,0.0,2.6,0.0,0.0
2643,0.0,14.1,0.0,0.0
2644,0.0,6.6,0.0,0.0
2645,0.0,5.6,0.0,0.0
2646,0.0,10.4,0.0,0.0
2647,0.0,5.7,0.0,0.0
2648,0.0,2.1,0.0,0.0
2649,0.0,2.6,0.0,0.0
2650,0.0,1.1,0.0,0.0
2651,0.0,3.9,0.0,0.0
2652,0.0,1.5,0.0,0.0
2653,0.0,1.2,0.0,0.0
2654,0.0,4.3,0.0,0.0
2655,0.0,5.3,0.0,0.0
2656,0.0,3.6,0.0,0.0
2657,0.0,4.8,0.0,0.0
2658,0.0,2.8,0.0,0.0
2659,0.0,4.3,0.0,0.0
2660,0.0,5.6,0.0,0.0
2661,0.0,7.9,0.0,0.0
2662,0.0,7.7,0.0,0.0
2663,0.0,6.6,0.0,0.0
2664,0.0,4.1,0.0,0.0
2665,0.0,3.0,0.0,0.0
2666,0.0,5.4,0.0,0.0
2667,0.0,7.9,0.0,0.0
2668,0.0,5.1,0.0,0.0
2669,0.0,10.9,0.0,0.0
2670,0.0,5.5,0.0,0.0
2671,0.0,1.7,0.0,0.0
2672,0.0,1.5,0.0,0.0
2673,0.0,4.5,0.0,0.0
2674,0.0,3.9,0.0,0.0
2675,0.0,3.5,0.0,0.0
2676,0.0,5.8,0.0,0.0
2677,0.0,3.3,0.0,0.0
2678,0.0,5.3,0.0,0.0
2679,0.0,2.2,0.0,0.0
2680,0.0,1.7,0.0,0.0
2681,0.0,121.2,0.0,10.4
2682,813.7,163.4,29.57,29.4
2683,528.5,215.9,25.82,29.3
2684,548.9,128.2,20.1,14.7
2685,524.9,129.5,17.28,12.5
2686,475.3,114.0,15.79,10.5
2687,383.1,49.1,0.91,0.0
2688,0.0,14.7,0.01,0.0
2689,0.0,85.6,0.0,0.0
2690,0.0,34.3,0.0,0.0
2691,0.0,20.3,0.0,0.0
2692,0.0,42.6,0.0,0.0
2693,0.0,21.3,0.0,0.0
2694,0.0,15.9,0.0,0.0
2695,0.0,23.7,0.0,0.0
2696,0.0,36.8,0.0,0.0
2697,0.0,29.6,-0.0,0.0
2698,0.0,29.1,0.0,0.0
2699,0.0,22.1,0.0,0.0
2700,0.0,23.1,0.0,0.0
2701,0.0,24.5,0.0,0.0
2702,0.0,24.8,0.0,0.0
2703,0.0,29.5,0.0,0.0
2704,0.0,23.6,0.0,0.0
2705,0.0,38.2,0.0,0.0
2706,391.9,65.4,0.0,0.0
2707,0.0,34.4,0.0,0.0
2708,0.0,17.3,0.0,0.0
2709,0.0,14.5,0.0,0.0
2710,0.0,24.2,0.0,0.0
2711,0.0,5.6,0.0,0.0
2712,0.0,11.2,0.0,0.0
2713,0.0,5.4,0.0,0.0
2714,0.0,13.0,0.0,0.0
2715,0.0,9.3,0.0,0.0
2716,0.0,4.7,0.0,0.0
2717,0.0,5.4,0.0,0.0
2718,0.0,6.1,0.0,0.0
2719,0.0,3.0,0.0,0.0
2720,0.0,6.9,0.0,0.0
2721,0.0,2.3,0.0,0.0
2722,0.0,3.0,0.0,0.0
2723,0.0,1.5,0.0,0.0
2724,0.0,4.0,0.0,0.0
2725,0.0,4.5,0.0,0.0
2726,0.0,3.3,0.0,0.0
2727,0.0,1.7,0.0,0.0
2728,0.0,2.4,0.0,0.0
2729,0.0,5.6,0.0,0.0
2730,806.9,112.1,0.25,0.0
2731,389.9,49.3,0.42,0.0
2732,0.0,6.6,0.0,0.0
2733,0.0,6.1,0.0,0.0
2734,0.0,6.2,0.0,0.0
2735,0.0,2.4,0.0,0.0
2736,0.0,4.6,0.0,0.0
2737,0.0,9.2,0.0,0.0
2738,0.0,2.2,0.0,0.0
2739,0.0,5.2,0.0,0.0
2740,0.0,9.4,0.0,0.0
2741,0.0,1.8,0.0,0.0
2742,0.0,1.9,0.0,0.0
2743,0.0,6.4,0.0,0.0
2744,0.0,2.9,0.0,0.0
2745,0.0,1.1,0.0,0.0
2746,0.0,3.4,0.0,0.0
2747,0.0,1.5,0.0,0.0
2748,0.0,1.2,0.0,0.0
2749,0.0,2.9,0.0,0.0
2750,0.0,2.1,0.0,0.0
2751,0.0,2.6,0.0,0.0
2752,0.0,6.5,0.0,0.0
2753,0.0,20.5,0.0,0.0
2754,0.0,127.0,0.0,0.0
2755,0.0,65.2,0.0,0.0
2756,0.0,43.4,0.0,0.0
2757,0.0,20.5,0.0,0.0
2758,0.0,21.8,0.0,0.0
2759,0.0,14.8,0.0,0.0
2760,0.0,6.9,0.0,0.0
2761,0.0,2.5,0.0,0.0
2762,0.0,7.5,0.0,0.0
2763,0.0,8.3,0.0,0.0
2764,0.0,9.2,0.0,0.0
2765,0.0,11.4,0.0,0.0
2766,0.0,1.4,0.0,0.0
2767,0.0,2.0,0.0,0.0
2768,0.0,1.4,0.0,0.0
2769,0.0,1.4,0.0,0.0
2770,0.0,1.6,0.0,0.0
2771,0.0,3.1,0.0,0.0
2772,0.0,2.5,0.0,0.0
2773,0.0,2.8,0.0,0.0
2774,0.0,1.6,0.0,0.0
2775,0.0,3.2,0.0,0.0
2776,0.0,1.0,0.0,0.0
2777,0.0,68.3,0.0,0.0
2778,0.0,106.0,0.0,0.0
2779,0.0,85.0,0.0,0.0
2780,0.0,49.4,0.0,0.0
2781,0.0,45.5,0.0,0.0
2782,0.0,53.9,0.0,0.0
2783,0.0,7.5,0.0,0.0
2784,0.0,7.1,0.0,0.0
2785,0.0,10.0,0.0,0.0
2786,0.0,5.1,0.0,0.0
2787,0.0,5.9,0.0,0.0
2788,0.0,5.6,0.0,0.0
2789,0.0,2.6,0.0,0.0
2790,0.0,3.3,0.0,0.0
2791,0.0,3.3,0.0,0.0
2792,0.0,3.0,0.0,0.0
2793,0.0,4.4,0.0,0.0
2794,0.0,2.5,0.0,0.0
2795,0.0,3.1,0.0,0.0
2796,0.0,2.4,0.0,0.0
2797,0.0,3.0,0.0,0.0
2798,0.0,4.0,-0.0,0.0
2799,0.0,2.8,0.0,0.0
2800,0.0,7.0,-0.0,0.0
2801,0.0,56.3,0.0,0.0
2802,0.0,99.2,0.0,0.0
2803,0.0,59.1,0.0,0.0
2804,0.0,83.3,0.0,0.0
2805,0.0,10.5,0.0,0.0
2806,0.0,30.9,0.0,0.0
2807,0.0,4.3,0.0,0.0
2808,0.0,3.3,0.0,0.0
2809,0.0,6.4,0.0,0.0
2810,0.0,5.1,0.0,0.0
2811,0.0,4.5,0.0,0.0
2812,0.0,7.9,0.0,0.0
2813,0.0,2.7,0.0,0.0
2814,0.0,1.7,0.0,0.0
2815,0.0,1.3,0.0,0.0
2816,0.0,1.9,0.0,0.0
2817,0.0,2.5,0.0,0.0
2818,0.0,2.8,0.0,0.0
2819,0.0,2.7,0.0,0.0
2820,0.0,2.7,0.0,0.0
2821,0.0,1.7,0.0,0.0
2822,0.0,1.1,0.0,0.0
2823,0.0,3.5,0.0,0.0
2824,0.0,7.9,0.0,0.0
2825,0.0,43.9,0.0,0.0
2826,0.0,75.3,0.0,0.0
2827,0.0,57.2,0.0,0.0
2828,0.0,53.2,0.0,0.0
2829,0.0,42.7,0.0,0.0
2830,0.0,64.7,0.0,0.0
2831,0.0,3.2,0.0,0.0
2832,0.0,1.6,0.0,0.0
2833,0.0,3.5,0.0,0.0
2834,0.0,5.1,0.0,0.0
2835,0.0,11.9,0.0,0.0
2836,0.0,3.5,0.0,0.0
2837,0.0,8.2,0.0,0.0
2838,0.0,1.8,0.0,0.0
2839,0.0,1.1,0.0,0.0
2840,0.0,3.2,0.0,0.0
2841,0.0,1.4,0.0,0.0
2842,0.0,5.6,0.0,0.0
2843,0.0,1.7,0.0,0.0
2844,0.0,2.3,0.0,0.0
2845,0.0,1.8,0.0,0.0
2846,0.0,2.8,0.0,0.0
2847,0.0,2.6,0.0,0.0
2848,0.0,1.8,0.0,0.0
2849,0.0,31.4,0.0,0.0
2850,0.0,53.4,0.0,0.0
2851,0.0,91.1,0.0,0.0
2852,0.0,78.2,0.0,0.0
2853,0.0,63.8,0.0,0.0
2854,0.0,47.5,0.0,0.0
2855,0.0,3.3,0.0,0.0
2856,0.0,6.6,0.0,0.0
2857,0.0,6.8,0.0,0.0
2858,0.0,7.5,0.0,0.0
2859,0.0,5.6,0.0,0.0
2860,0.0,5.6,0.0,0.0
2861,0.0,3.2,0.0,0.0
2862,0.0,1.8,0.0,0.0
2863,0.0,1.3,-0.0,0.0
2864,0.0,2.3,-0.0,0.0
2865,0.0,3.3,-0.0,0.0
2866,0.0,2.9,0.0,0.0
2867,0.0,1.8,0.0,0.0
2868,0.0,1.3,-0.0,0.0
2869,0.0,2.0,0.0,0.0
2870,0.0,1.1,0.0,0.0
2871,0.0,1.9,0.0,0.0
2872,0.0,1.6,0.0,0.0
2873,0.0,20.0,0.0,0.0
2874,0.0,78.1,0.0,0.0
2875,0.0,71.8,0.0,0.0
2876,0.0,73.3,0.0,0.0
2877,0.0,39.5,0.0,0.0
2878,0.0,43.1,0.0,0.0
2879,0.0,14.0,0.0,0.7
2880,0.0,14.3,0.0,0.8
2881,0.0,24.0,0.0,0.3
2882,0.0,8.0,0.0,0.7
2883,0.0,6.9,0.0,0.4
2884,0.0,8.1,0.0,0.8
2885,0.0,8.5,0.0,0.2
2886,0.0,10.3,0.0,0.5
2887,0.0,5.2,0.0,0.5
2888,0.0,10.7,0.0,0.6
2889,0.0,8.7,0.0,0.4
2890,0.0,5.9,0.0,0.7
2891,0.0,7.9,0.0,0.1
2892,0.0,4.6,0.0,1.7
2893,0.0,8.2,0.0,1.6
2894,0.0,6.6,0.0,1.5
2895,0.0,7.7,0.0,0.2
2896,0.0,14.9,0.0,0.4
2897,0.0,72.5,0.0,0.1
2898,0.0,93.5,0.0,0.3
2899,0.0,118.9,0.0,0.2
2900,0.0,56.8,0.0,0.6
2901,0.0,35.2,0.0,0.2
2902,0.0,27.9,0.0,0.5
2903,0.0,16.3,-0.0,1.1
2904,0.0,14.5,-0.0,2.1
2905,0.0,10.6,-0.0,2.1
2906,0.0,5.0,-0.0,1.2
2907,0.0,23.6,-0.0,2.2
2908,0.0,2.5,-0.0,2.2
2909,0.0,12.9,-0.0,1.7
2910,0.0,14.3,-0.0,0.8
2911,0.0,5.1,-0.0,0.9
2912,0.0,2.7,-0.0,1.3
2913,0.0,5.7,-0.0,1.5
2914,0.0,5.5,-0.0,1.4
2915,0.0,7.6,-0.0,1.1
2916,0.0,12.1,-0.0,1.6
2917,0.0,1.0,0.0,0.9
2918,0.0,4.9,-0.0,1.0
2919,0.0,4.2,-0.0,1.2
2920,0.0,7.3,-0.0,0.4
2921,0.0,50.5,0.0,1.1
2922,0.0,95.6,-0.0,0.6
2923,0.0,71.6,0.0,0.8
2924,0.0,78.6,0.0,0.7
2925,0.0,51.9,0.0,1.2
2926,0.0,23.3,0.0,1.2
2927,0.0,6.2,0.0,2.2
2928,0.0,2.8,0.0,1.7
2929,0.0,4.1,0.0,2.1
2930,0.0,2.2,0.0,1.5
2931,0.0,3.3,0.0,1.4
2932,0.0,1.7,0.0,1.4
2933,0.0,8.4,0.0,1.7
2934,0.0,2.2,0.0,1.0
2935,0.0,3.4,0.0,1.2
2936,0.0,3.5,0.0,0.7
2937,0.0,4.7,0.0,1.1
2938,0.0,1.6,0.0,1.2
2939,0.0,2.2,0.0,1.1
2940,0.0,1.5,-0.0,0.2
2941,0.0,1.6,-0.0,0.5
2942,0.0,2.1,0.0,0.4
2943,0.0,3.5,0.0,0.3
2944,0.0,6.4,0.0,0.3
2945,0.0,66.7,0.0,0.2
2946,0.0,122.9,0.0,0.2
2947,0.0,86.2,0.0,0.3
2948,0.0,75.7,0.0,1.6
2949,0.0,36.7,0.0,0.5
2950,0.0,21.5,0.0,0.2
2951,0.0,10.3,0.0,0.9
2952,0.0,27.6,0.0,2.1
2953,0.0,8.7,0.0,2.2
2954,0.0,15.1,0.0,2.2
2955,0.0,29.5,0.0,2.2
2956,0.0,28.4,0.0,2.3
2957,0.0,15.5,0.0,0.0
2958,0.0,8.0,0.0,1.7
2959,0.0,7.9,0.0,0.2
2960,0.0,8.7,0.0,0.2
2961,0.0,8.0,0.0,0.1
2962,0.0,9.3,0.0,0.2
2963,0.0,7.0,0.0,0.1
2964,0.0,8.4,0.0,0.4
2965,0.0,4.8,0.0,0.2
2966,0.0,8.9,0.0,0.2
2967,0.0,18.6,0.0,0.3
2968,0.0,17.7,0.0,0.3
2969,0.0,35.4,0.0,0.2
2970,0.0,93.2,0.0,0.3
2971,0.0,66.0,0.0,0.2
2972,0.0,91.4,0.0,0.0
2973,0.0,64.3,0.0,0.2
2974,0.0,53.7,0.0,0.1
2975,0.0,62.6,0.0,0.2
2976,0.0,54.1,0.0,0.1
2977,0.0,40.7,0.0,0.6
